calories,carbs,category,fat,nutrition,protein,rating,reviewCount,source,title,url
317,37,Lunch,7,"{'@type': 'NutritionInformation', 'calories': ' 317 calories', 'fatContent': '7g fat (3g saturated fat)', 'cholesterolContent': '45mg cholesterol', 'sodiumContent': '1073mg sodium', 'carbohydrateContent': '37g carbohydrate (10g sugars', 'fiberContent': '9g fiber)', 'proteinContent': '24g protein. '}",24,4.9,10,taste_of_home,Chicken & Bean Chili,https://www.tasteofhome.com/recipes/chicken-bean-chili/
155,28,Lunch,3,"{'@type': 'NutritionInformation', 'calories': ' 155 calories', 'fatContent': '3g fat (0 saturated fat)', 'cholesterolContent': '0 cholesterol', 'sodiumContent': '470mg sodium', 'carbohydrateContent': '28g carbohydrate (3g sugars', 'fiberContent': '4g fiber)', 'proteinContent': '5g protein.  <B><b>Diabetic Exchanges</b>: </B>2 starch'}",5,5,1,taste_of_home,Fiesta Rice and Bean Salad,https://www.tasteofhome.com/recipes/fiesta-rice-and-bean-salad/
180,29,"Dinner,Lunch",4,"{'@type': 'NutritionInformation', 'calories': ' 180 calories', 'fatContent': '4g fat (1g saturated fat)', 'cholesterolContent': '4mg cholesterol', 'sodiumContent': '443mg sodium', 'carbohydrateContent': '29g carbohydrate (7g sugars', 'fiberContent': '7g fiber)', 'proteinContent': '8g protein. <B><b>Diabetic Exchanges</b>: </B> 2 starch'}",8,4.9411764,51,taste_of_home,Contest-Winning Easy Minestrone,https://www.tasteofhome.com/recipes/contest-winning-easy-minestrone/
274,34,Desserts,14,"{'@type': 'NutritionInformation', 'calories': ' 274 calories', 'fatContent': '14g fat (6g saturated fat)', 'cholesterolContent': '26mg cholesterol', 'sodiumContent': '217mg sodium', 'carbohydrateContent': '34g carbohydrate (23g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '5g protein. '}",5,4.7647057,17,taste_of_home,Cream Cheese Chocolate Cupcakes,https://www.tasteofhome.com/recipes/cream-cheese-chocolate-cupcakes/
242,13,"Dinner,Lunch",11,"{'@type': 'NutritionInformation', 'calories': ' 242 calories', 'fatContent': '11g fat (4g saturated fat)', 'cholesterolContent': '57mg cholesterol', 'sodiumContent': '611mg sodium', 'carbohydrateContent': '13g carbohydrate (4g sugars', 'fiberContent': '4g fiber)', 'proteinContent': '21g protein. '}",21,4.71875,32,taste_of_home,Ground Beef Chili,https://www.tasteofhome.com/recipes/ground-beef-chili/
338,44,Lunch,8,"{'@type': 'NutritionInformation', 'calories': ' 338 calories', 'fatContent': '8g fat (2g saturated fat)', 'cholesterolContent': '38mg cholesterol', 'sodiumContent': '912mg sodium', 'carbohydrateContent': '44g carbohydrate (18g sugars', 'fiberContent': '10g fiber)', 'proteinContent': '23g protein. '}",23,5,1,taste_of_home,Sweet and Spicy Chili,https://www.tasteofhome.com/recipes/sweet-and-spicy-chili/
150,15,Desserts,10,"{'@type': 'NutritionInformation', 'calories': ' 150 calories', 'fatContent': '10g fat (4g saturated fat)', 'cholesterolContent': '25mg cholesterol', 'sodiumContent': '88mg sodium', 'carbohydrateContent': '15g carbohydrate (11g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '1g protein. '}",1,5,1,taste_of_home,Chewy Cinnamon Bars,https://www.tasteofhome.com/recipes/chewy-cinnamon-bars/
278,40,"Breakfast,Brunch",12,"{'@type': 'NutritionInformation', 'calories': ' 278 calories', 'fatContent': '12g fat (5g saturated fat)', 'cholesterolContent': '56mg cholesterol', 'sodiumContent': '263mg sodium', 'carbohydrateContent': '40g carbohydrate (22g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '5g protein. '}",5,4.71875,32,taste_of_home,Banana Nut Muffins,https://www.tasteofhome.com/recipes/banana-nut-muffins/
254,31,"Dinner,Lunch",5,"{'@type': 'NutritionInformation', 'calories': ' 254 calories', 'fatContent': '5g fat (1g saturated fat)', 'cholesterolContent': '42mg cholesterol', 'sodiumContent': '843mg sodium', 'carbohydrateContent': '31g carbohydrate (6g sugars', 'fiberContent': '8g fiber)', 'proteinContent': '23g protein. '}",23,4.675676,37,taste_of_home,Mexican Chicken Chili,https://www.tasteofhome.com/recipes/mexican-chicken-chili/
238,36,"Breakfast,Brunch",9,"{'@type': 'NutritionInformation', 'calories': ' 238 calories', 'fatContent': '9g fat (5g saturated fat)', 'cholesterolContent': '57mg cholesterol', 'sodiumContent': '209mg sodium', 'carbohydrateContent': '36g carbohydrate (19g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '4g protein. '}",4,4.5084743,59,taste_of_home,Frozen Blueberry Muffins,https://www.tasteofhome.com/recipes/frozen-blueberry-muffins/
134,24,Lunch,1,"{'@type': 'NutritionInformation', 'calories': ' 134 calories', 'fatContent': '1g fat (0 saturated fat)', 'cholesterolContent': '0 cholesterol', 'sodiumContent': '420mg sodium', 'carbohydrateContent': '24g carbohydrate (2g sugars', 'fiberContent': '4g fiber)', 'proteinContent': '9g protein. <B><b>Diabetic Exchanges</b>: </B> 1-1/2 starch'}",9,5,1,taste_of_home,Pressure-Cooker Greek-Style Lentil Soup,https://www.tasteofhome.com/recipes/pressure-cooker-greek-style-lentil-soup/
228,27,"Dinner,Lunch",7,"{'@type': 'NutritionInformation', 'calories': ' 228 calories', 'fatContent': '7g fat (1g saturated fat)', 'cholesterolContent': '29mg cholesterol', 'sodiumContent': '841mg sodium', 'carbohydrateContent': '27g carbohydrate (4g sugars', 'fiberContent': '6g fiber)', 'proteinContent': '16g protein.  <B><b>Diabetic Exchanges</b>: </B>1-1/2 starch'}",16,4.548387,62,taste_of_home,Pasta Fagioli Soup,https://www.tasteofhome.com/recipes/pasta-fagioli-soup/
304,35,"Dinner,Lunch",5,"{'@type': 'NutritionInformation', 'calories': ' 304 calories', 'fatContent': '5g fat (1g saturated fat)', 'cholesterolContent': '63mg cholesterol', 'sodiumContent': '1199mg sodium', 'carbohydrateContent': '35g carbohydrate (11g sugars', 'fiberContent': '5g fiber)', 'proteinContent': '29g protein.'}",29,4.740741,81,taste_of_home,Mexican-Inspired Chicken Soup,https://www.tasteofhome.com/recipes/mexican-inspired-chicken-soup/
215,24,Desserts,13,"{'@type': 'NutritionInformation', 'calories': ' 215 calories', 'fatContent': '13g fat (7g saturated fat)', 'cholesterolContent': '41mg cholesterol', 'sodiumContent': '113mg sodium', 'carbohydrateContent': '24g carbohydrate (15g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '3g protein. '}",3,4.909091,11,taste_of_home,Strawberry Rhubarb Cheesecake Bars,https://www.tasteofhome.com/recipes/strawberry-rhubarb-cheesecake-bars/
344,23,"Dinner,Lunch",16,"{'@type': 'NutritionInformation', 'calories': ' 344 calories', 'fatContent': '16g fat (6g saturated fat)', 'cholesterolContent': '62mg cholesterol', 'sodiumContent': '894mg sodium', 'carbohydrateContent': '23g carbohydrate (1g sugars', 'fiberContent': '6g fiber)', 'proteinContent': '25g protein. '}",25,4.5677967,118,taste_of_home,White Bean Chicken Chili,https://www.tasteofhome.com/recipes/white-bean-chicken-chili/
207,31,Desserts,9,"{'@type': 'NutritionInformation', 'calories': ' 207 calories', 'fatContent': '9g fat (4g saturated fat)', 'cholesterolContent': '26mg cholesterol', 'sodiumContent': '188mg sodium', 'carbohydrateContent': '31g carbohydrate (22g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '3g protein. '}",3,5,4,taste_of_home,Chocolate Chip & Pecan Meringue Bars,https://www.tasteofhome.com/recipes/chocolate-chip-pecan-meringue-bars/
157,21,Desserts,8,"{'@type': 'NutritionInformation', 'calories': ' 157 calories', 'fatContent': '8g fat (3g saturated fat)', 'cholesterolContent': '25mg cholesterol', 'sodiumContent': '54mg sodium', 'carbohydrateContent': '21g carbohydrate (16g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '2g protein. '}",2,4.714286,49,taste_of_home,Favorite Pecan Pie Bars,https://www.tasteofhome.com/recipes/favorite-pecan-pie-bars/
234,37,unknown,9,"{'@type': 'NutritionInformation', 'calories': ' 234 calories', 'fatContent': '9g fat (1g saturated fat)', 'cholesterolContent': '0 cholesterol', 'sodiumContent': '140mg sodium', 'carbohydrateContent': '37g carbohydrate (19g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '4g protein. '}",4,5,5,taste_of_home,Moist Banana Nut Bread,https://www.tasteofhome.com/recipes/moist-banana-nut-bread/
272,37,"Breakfast,Brunch",12,"{'@type': 'NutritionInformation', 'calories': ' 272 calories', 'fatContent': '12g fat (3g saturated fat)', 'cholesterolContent': '41mg cholesterol', 'sodiumContent': '258mg sodium', 'carbohydrateContent': '37g carbohydrate (18g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '4g protein. '}",4,4.75,28,taste_of_home,Lemon-Raspberry Streusel Muffins,https://www.tasteofhome.com/recipes/lemon-raspberry-streusel-muffins/
293,21,Lunch,12,"{'@type': 'NutritionInformation', 'calories': ' 293 calories', 'fatContent': '12g fat (5g saturated fat)', 'cholesterolContent': '61mg cholesterol', 'sodiumContent': '1034mg sodium', 'carbohydrateContent': '21g carbohydrate (10g sugars', 'fiberContent': '4g fiber)', 'proteinContent': '25g protein. '}",25,4.181818,44,taste_of_home,Pumpkin Chili,https://www.tasteofhome.com/recipes/pumpkin-chili/
338,39,Lunch,8,"{'@type': 'NutritionInformation', 'calories': ' 338 calories', 'fatContent': '8g fat (3g saturated fat)', 'cholesterolContent': '53mg cholesterol', 'sodiumContent': '738mg sodium', 'carbohydrateContent': '39g carbohydrate (5g sugars', 'fiberContent': '7g fiber)', 'proteinContent': '29g protein. <B><b>Diabetic Exchanges</b>: </B> 3 lean meat'}",29,5,9,taste_of_home,French Lentil and Carrot Soup,https://www.tasteofhome.com/recipes/french-lentil-and-carrot-soup/
230,32,Snacks,12,"{'@type': 'NutritionInformation', 'calories': ' 230 calories', 'fatContent': '12g fat (6g saturated fat)', 'cholesterolContent': '22mg cholesterol', 'sodiumContent': '343mg sodium', 'carbohydrateContent': '32g carbohydrate (23g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '1g protein. '}",1,4.96875,32,taste_of_home,Courtside Caramel Corn,https://www.tasteofhome.com/recipes/courtside-caramel-corn/
340,44,"Breakfast,Brunch",16,"{'@type': 'NutritionInformation', 'calories': ' 340 calories', 'fatContent': '16g fat (9g saturated fat)', 'cholesterolContent': '83mg cholesterol', 'sodiumContent': '299mg sodium', 'carbohydrateContent': '44g carbohydrate (28g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '5g protein. '}",5,4.870968,93,taste_of_home,Cinnamon Coffee Cake,https://www.tasteofhome.com/recipes/cinnamon-coffee-cake/
420,30,Lunch,24,"{'@type': 'NutritionInformation', 'calories': ' 420 calories', 'fatContent': '24g fat (9g saturated fat)', 'cholesterolContent': '63mg cholesterol', 'sodiumContent': '1731mg sodium', 'carbohydrateContent': '30g carbohydrate (8g sugars', 'fiberContent': '4g fiber)', 'proteinContent': '21g protein. '}",21,5,9,taste_of_home,Slow-Cooker Lasagna Soup,https://www.tasteofhome.com/recipes/slow-cooker-lasagna-soup/
264,26,Dinner,12,"{'@type': 'NutritionInformation', 'calories': ' 264 calories', 'fatContent': '12g fat (4g saturated fat)', 'cholesterolContent': '44mg cholesterol', 'sodiumContent': '1119mg sodium', 'carbohydrateContent': '26g carbohydrate (17g sugars', 'fiberContent': '3g fiber)', 'proteinContent': '15g protein.'}",15,4.75,12,taste_of_home,Meaty Spaghetti Sauce,https://www.tasteofhome.com/recipes/meaty-spaghetti-sauce/
386,43,Lunch,12,"{'@type': 'NutritionInformation', 'calories': ' 386 calories', 'fatContent': '12g fat (4g saturated fat)', 'cholesterolContent': '66mg cholesterol', 'sodiumContent': '1185mg sodium', 'carbohydrateContent': '43g carbohydrate (4g sugars', 'fiberContent': '4g fiber)', 'proteinContent': '24g protein. '}",24,5,1,taste_of_home,Chicken and Kale Tortellini Soup,https://www.tasteofhome.com/recipes/chicken-and-kale-tortellini-soup/
288,39,Lunch,5,"{'@type': 'NutritionInformation', 'calories': ' 288 calories', 'fatContent': '5g fat (2g saturated fat)', 'cholesterolContent': '31mg cholesterol', 'sodiumContent': '683mg sodium', 'carbohydrateContent': '39g carbohydrate (7g sugars', 'fiberContent': '16g fiber)', 'proteinContent': '23g protein.  <B><b>Diabetic Exchanges</b>: </B>3 lean meat'}",23,5,2,taste_of_home,Curried Ham & Split Pea Soup,https://www.tasteofhome.com/recipes/curried-ham-split-pea-soup/
245,31,"Breakfast,Brunch,Desserts",10,"{'@type': 'NutritionInformation', 'calories': ' 245 calories', 'fatContent': '10g fat (6g saturated fat)', 'cholesterolContent': '97mg cholesterol', 'sodiumContent': '306mg sodium', 'carbohydrateContent': '31g carbohydrate (21g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '8g protein. '}",8,4.923077,13,taste_of_home,Cherry Cheese Blintzes,https://www.tasteofhome.com/recipes/cherry-cheese-blintzes/
197,20,"Breakfast,Brunch",12,"{'@type': 'NutritionInformation', 'calories': ' 197 calories', 'fatContent': '12g fat (4g saturated fat)', 'cholesterolContent': '33mg cholesterol', 'sodiumContent': '130mg sodium', 'carbohydrateContent': '20g carbohydrate (3g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '3g protein. '}",3,5,21,taste_of_home,Puff Pastry Danishes,https://www.tasteofhome.com/recipes/puff-pastry-danishes/
181,27,"Breakfast,Brunch",7,"{'@type': 'NutritionInformation', 'calories': ' 181 calories', 'fatContent': '7g fat (3g saturated fat)', 'cholesterolContent': '38mg cholesterol', 'sodiumContent': '149mg sodium', 'carbohydrateContent': '27g carbohydrate (17g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '3g protein. '}",3,4.751678,149,taste_of_home,Lemon Blueberry Bread,https://www.tasteofhome.com/recipes/lemon-blueberry-bread/
449,54,"Breakfast,Brunch",19,"{'@type': 'NutritionInformation', 'calories': ' 449 calories', 'fatContent': '19g fat (11g saturated fat)', 'cholesterolContent': '106mg cholesterol', 'sodiumContent': '654mg sodium', 'carbohydrateContent': '54g carbohydrate (15g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '15g protein. '}",15,4.909091,33,taste_of_home,Orange Ricotta Pancakes,https://www.tasteofhome.com/recipes/orange-ricotta-pancakes/
218,33,"Breakfast,Brunch",8,"{'@type': 'NutritionInformation', 'calories': ' 218 calories', 'fatContent': '8g fat (5g saturated fat)', 'cholesterolContent': '55mg cholesterol', 'sodiumContent': '188mg sodium', 'carbohydrateContent': '33g carbohydrate (16g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '3g protein.'}",3,4.625,64,taste_of_home,Overnight Cherry Danish,https://www.tasteofhome.com/recipes/overnight-cherry-danish/
76,11,Side Dishes,1,"{'@type': 'NutritionInformation', 'calories': ' 76 calories', 'fatContent': '1g fat (0 saturated fat)', 'cholesterolContent': '8mg cholesterol', 'sodiumContent': '476mg sodium', 'carbohydrateContent': '11g carbohydrate (2g sugars', 'fiberContent': '3g fiber)', 'proteinContent': '7g protein. <B><b>Diabetic Exchanges</b>: </B> 1 starch.'}",7,5,2,taste_of_home,Pressure-Cooker Black-Eyed Peas with Ham,https://www.tasteofhome.com/recipes/pressure-cooker-black-eyed-peas-with-ham/
428,60,"Breakfast,Brunch",20,"{'@type': 'NutritionInformation', 'calories': ' 428 calories', 'fatContent': '20g fat (12g saturated fat)', 'cholesterolContent': '76mg cholesterol', 'sodiumContent': '233mg sodium', 'carbohydrateContent': '60g carbohydrate (45g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '4g protein. '}",4,4.571429,28,taste_of_home,Blueberries and Cream Coffee Cake,https://www.tasteofhome.com/recipes/blueberries-and-cream-coffee-cake/
476,57,"Breakfast,Brunch",26,"{'@type': 'NutritionInformation', 'calories': ' 476 calories', 'fatContent': '26g fat (11g saturated fat)', 'cholesterolContent': '66mg cholesterol', 'sodiumContent': '323mg sodium', 'carbohydrateContent': '57g carbohydrate (30g sugars', 'fiberContent': '3g fiber)', 'proteinContent': '6g protein. '}",6,4.4615383,65,taste_of_home,Blueberry Streusel Coffee Cake,https://www.tasteofhome.com/recipes/blueberry-streusel-coffee-cake/
228,33,"Breakfast,Brunch",9,"{'@type': 'NutritionInformation', 'calories': ' 228 calories', 'fatContent': '9g fat (1g saturated fat)', 'cholesterolContent': '38mg cholesterol', 'sodiumContent': '195mg sodium', 'carbohydrateContent': '33g carbohydrate (17g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '4g protein. '}",4,4.3846154,52,taste_of_home,Blueberry Yogurt Muffins,https://www.tasteofhome.com/recipes/blueberry-yogurt-muffins/
220,31,"Breakfast,Brunch",9,"{'@type': 'NutritionInformation', 'calories': ' 220 calories', 'fatContent': '9g fat (5g saturated fat)', 'cholesterolContent': '48mg cholesterol', 'sodiumContent': '274mg sodium', 'carbohydrateContent': '31g carbohydrate (7g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '5g protein. '}",5,4.1973686,76,taste_of_home,Blueberry Scones,https://www.tasteofhome.com/recipes/blueberry-scones/
326,15,"Breakfast,Brunch",23,"{'@type': 'NutritionInformation', 'calories': ' 326 calories', 'fatContent': '23g fat (13g saturated fat)', 'cholesterolContent': '234mg cholesterol', 'sodiumContent': '378mg sodium', 'carbohydrateContent': '15g carbohydrate (3g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '13g protein.'}",13,5,1,taste_of_home,Cottage Cheese Pancakes,https://www.tasteofhome.com/recipes/cottage-cheese-pancakes/
658,84,"Breakfast,Brunch",31,"{'@type': 'NutritionInformation', 'calories': ' 658 calories', 'fatContent': '31g fat (17g saturated fat)', 'cholesterolContent': '218mg cholesterol', 'sodiumContent': '584mg sodium', 'carbohydrateContent': '84g carbohydrate (39g sugars', 'fiberContent': '4g fiber)', 'proteinContent': '14g protein. '}",14,4.5185184,27,taste_of_home,Bananas Foster Baked French Toast,https://www.tasteofhome.com/recipes/bananas-foster-baked-french-toast/
340,29,"Breakfast,Brunch",19,"{'@type': 'NutritionInformation', 'calories': ' 340 calories', 'fatContent': '19g fat (10g saturated fat)', 'cholesterolContent': '283mg cholesterol', 'sodiumContent': '237mg sodium', 'carbohydrateContent': '29g carbohydrate (13g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '14g protein. '}",14,5,3,taste_of_home,Fruit-Topped Blintzes,https://www.tasteofhome.com/recipes/fruit-topped-blintzes/
322,46,"Breakfast,Brunch",13,"{'@type': 'NutritionInformation', 'calories': ' 322 calories', 'fatContent': '13g fat (7g saturated fat)', 'cholesterolContent': '75mg cholesterol', 'sodiumContent': '492mg sodium', 'carbohydrateContent': '46g carbohydrate (27g sugars', 'fiberContent': '3g fiber)', 'proteinContent': '7g protein. '}",7,4.835443,79,taste_of_home,Fruity Baked Oatmeal,https://www.tasteofhome.com/recipes/fruity-baked-oatmeal/
188,28,"Breakfast,Brunch",6,"{'@type': 'NutritionInformation', 'calories': ' 188 calories', 'fatContent': '6g fat (1g saturated fat)', 'cholesterolContent': '19mg cholesterol', 'sodiumContent': '201mg sodium', 'carbohydrateContent': '28g carbohydrate (11g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '5g protein.  <b>Diabetic Exchanges</b>: 2 starch'}",5,5,2,taste_of_home,Double-Berry Quick Bread,https://www.tasteofhome.com/recipes/double-berry-quick-bread/
212,38,"Breakfast,Brunch",6,"{'@type': 'NutritionInformation', 'calories': ' 212 calories', 'fatContent': '6g fat (1g saturated fat)', 'cholesterolContent': '0 cholesterol', 'sodiumContent': '186mg sodium', 'carbohydrateContent': '38g carbohydrate (25g sugars', 'fiberContent': '4g fiber)', 'proteinContent': '5g protein. '}",5,5,1,taste_of_home,Air-Fryer Breakfast Cookies,https://www.tasteofhome.com/recipes/air-fryer-breakfast-cookies/
144,19,"Brunch,Desserts",6,"{'@type': 'NutritionInformation', 'calories': ' 144 calories', 'fatContent': '6g fat (4g saturated fat)', 'cholesterolContent': '33mg cholesterol', 'sodiumContent': '170mg sodium', 'carbohydrateContent': '19g carbohydrate (3g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '3g protein.'}",3,5,2,taste_of_home,Traditional Scones,https://www.tasteofhome.com/recipes/traditional-scones/
440,30,"Breakfast,Brunch",26,"{'@type': 'NutritionInformation', 'calories': ' 440 calories', 'fatContent': '26g fat (10g saturated fat)', 'cholesterolContent': '138mg cholesterol', 'sodiumContent': '1215mg sodium', 'carbohydrateContent': '30g carbohydrate (7g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '22g protein.'}",22,5,3,taste_of_home,Prosciutto-Pesto Breakfast Strata,https://www.tasteofhome.com/recipes/prosciutto-pesto-breakfast-strata/
161,23,"Breakfast,Brunch,Side Dishes",5,"{'@type': 'NutritionInformation', 'calories': ' 161 calories', 'fatContent': '5g fat (2g saturated fat)', 'cholesterolContent': '79mg cholesterol', 'sodiumContent': '274mg sodium', 'carbohydrateContent': '23g carbohydrate (2g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '6g protein. '}",6,5,1,taste_of_home,Wild Rice Pancakes,https://www.tasteofhome.com/recipes/wild-rice-pancakes/
305,41,"Breakfast,Brunch",13,"{'@type': 'NutritionInformation', 'calories': ' 305 calories', 'fatContent': '13g fat (2g saturated fat)', 'cholesterolContent': '48mg cholesterol', 'sodiumContent': '325mg sodium', 'carbohydrateContent': '41g carbohydrate (20g sugars', 'fiberContent': '4g fiber)', 'proteinContent': '8g protein. <B><b>Diabetic Exchanges</b>: </B> 3 starch'}",8,5,8,taste_of_home,Maple Apple Baked Oatmeal,https://www.tasteofhome.com/recipes/maple-apple-baked-oatmeal/
369,30,Dinner,15,"{'@type': 'NutritionInformation', 'calories': ' 369 calories', 'fatContent': '15g fat (2g saturated fat)', 'cholesterolContent': '63mg cholesterol', 'sodiumContent': '689mg sodium', 'carbohydrateContent': '30g carbohydrate (2g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '28g protein. <B><b>Diabetic Exchanges</b>: </B> 3 lean meat'}",28,4.91453,351,taste_of_home,Flavorful Chicken Fajitas,https://www.tasteofhome.com/recipes/flavorful-chicken-fajitas/
290,53,"Breakfast,Brunch",7,"{'@type': 'NutritionInformation', 'calories': ' 290 calories', 'fatContent': '7g fat (3g saturated fat)', 'cholesterolContent': '49mg cholesterol', 'sodiumContent': '109mg sodium', 'carbohydrateContent': '53g carbohydrate (30g sugars', 'fiberContent': '5g fiber)', 'proteinContent': '7g protein. '}",7,5,2,taste_of_home,Spiced Apple Oatmeal,https://www.tasteofhome.com/recipes/spiced-apple-oatmeal/
432,52,unknown,21,"{'@type': 'NutritionInformation', 'calories': ' 432 calories', 'fatContent': '21g fat (7g saturated fat)', 'cholesterolContent': '1mg cholesterol', 'sodiumContent': '447mg sodium', 'carbohydrateContent': '52g carbohydrate (26g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '6g protein. '}",6,4.9166665,12,taste_of_home,Cinnamon-Sugar Scones,https://www.tasteofhome.com/recipes/cinnamon-sugar-scones/
570,29,Lunch,47,"{'@type': 'NutritionInformation', 'calories': ' 570 calories', 'fatContent': '47g fat (10g saturated fat)', 'cholesterolContent': '64mg cholesterol', 'sodiumContent': '763mg sodium', 'carbohydrateContent': '29g carbohydrate (11g sugars', 'fiberContent': '3g fiber)', 'proteinContent': '11g protein. '}",11,5,2,taste_of_home,Honey Pecan & Goat Cheese Salad,https://www.tasteofhome.com/recipes/honey-pecan-goat-cheese-salad/
601,50,Lunch,34,"{'@type': 'NutritionInformation', 'calories': ' 601 calories', 'fatContent': '34g fat (26g saturated fat)', 'cholesterolContent': '65mg cholesterol', 'sodiumContent': '1722mg sodium', 'carbohydrateContent': '50g carbohydrate (12g sugars', 'fiberContent': '4g fiber)', 'proteinContent': '27g protein. '}",27,4.9,20,taste_of_home,Coconut Curry Chicken Soup,https://www.tasteofhome.com/recipes/coconut-curry-chicken-soup/
304,49,Dinner,8,"{'@type': 'NutritionInformation', 'calories': ' 304 calories', 'fatContent': '8g fat (2g saturated fat)', 'cholesterolContent': '2mg cholesterol', 'sodiumContent': '696mg sodium', 'carbohydrateContent': '49g carbohydrate (12g sugars', 'fiberContent': '12g fiber)', 'proteinContent': '9g protein. '}",9,5,2,taste_of_home,Slow-Cooked Vegetable Curry,https://www.tasteofhome.com/recipes/slow-cooked-vegetable-curry/
248,10,Dinner,12,"{'@type': 'NutritionInformation', 'calories': ' 248 calories', 'fatContent': '12g fat (4g saturated fat)', 'cholesterolContent': '74mg cholesterol', 'sodiumContent': '652mg sodium', 'carbohydrateContent': '10g carbohydrate (5g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '24g protein. <B><b>Diabetic Exchanges</b>: </B> 3 lean meat'}",24,5,6,taste_of_home,Pressure Cooker Beef Daube Provencal,https://www.tasteofhome.com/recipes/pressure-cooker-beef-daube-provencal/
392,40,unknown,24,"{'@type': 'NutritionInformation', 'calories': ' 392 calories', 'fatContent': '24g fat (15g saturated fat)', 'cholesterolContent': '88mg cholesterol', 'sodiumContent': '391mg sodium', 'carbohydrateContent': '40g carbohydrate (12g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '5g protein. '}",5,4.8421054,19,taste_of_home,Pumpkin Scones with Berry Butter,https://www.tasteofhome.com/recipes/pumpkin-scones-with-berry-butter/
229,34,Dinner,2,"{'@type': 'NutritionInformation', 'calories': ' 229 calories', 'fatContent': '2g fat (0 saturated fat)', 'cholesterolContent': '73mg cholesterol', 'sodiumContent': '803mg sodium', 'carbohydrateContent': '34g carbohydrate (10g sugars', 'fiberContent': '6g fiber)', 'proteinContent': '19g protein. '}",19,5,4,taste_of_home,Spicy Seafood Stew,https://www.tasteofhome.com/recipes/spicy-seafood-stew/
272,6,Dinner,14,"{'@type': 'NutritionInformation', 'calories': ' 272 calories', 'fatContent': '14g fat (5g saturated fat)', 'cholesterolContent': '92mg cholesterol', 'sodiumContent': '320mg sodium', 'carbohydrateContent': '6g carbohydrate (4g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '29g protein. <b>Diabetic Exchanges</b>: 4 lean meat'}",29,5,3,taste_of_home,Pressure Cooker Spice-Braised Pot Roast,https://www.tasteofhome.com/recipes/pressure-cooker-spice-braised-pot-roast/
386,52,Dinner,16,"{'@type': 'NutritionInformation', 'calories': ' 386 calories', 'fatContent': '16g fat (1g saturated fat)', 'cholesterolContent': '0 cholesterol', 'sodiumContent': '774mg sodium', 'carbohydrateContent': '52g carbohydrate (15g sugars', 'fiberContent': '12g fiber)', 'proteinContent': '13g protein.'}",13,4.8,10,taste_of_home,Vegan Spaghetti Squash with Balsamic Vegetables,https://www.tasteofhome.com/recipes/spaghetti-squash-with-balsamic-vegetables-and-toasted-pine-nuts/
217,20,Side Dishes,13,"{'@type': 'NutritionInformation', 'calories': ' 217 calories', 'fatContent': '13g fat (10g saturated fat)', 'cholesterolContent': '69mg cholesterol', 'sodiumContent': '421mg sodium', 'carbohydrateContent': '20g carbohydrate (3g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '6g protein. '}",6,5,1,taste_of_home,Harissa Sweet Potato Fritters,https://www.tasteofhome.com/recipes/harissa-sweet-potato-fritters/
180,37,"Breakfast,Brunch",3,"{'@type': 'NutritionInformation', 'calories': ' 180 calories', 'fatContent': '3g fat (0 saturated fat)', 'cholesterolContent': '0 cholesterol', 'sodiumContent': '3mg sodium', 'carbohydrateContent': '37g carbohydrate (22g sugars', 'fiberContent': '4g fiber)', 'proteinContent': '3g protein.'}",3,5,1,taste_of_home,Apple-Cranberry Grains,https://www.tasteofhome.com/recipes/apple-cranberry-grains/
